"15.8.311.0","PROIETTORE PER ILLUMINAZIONE ESTERNA CON CORPO IN PRESSOFUSIONE DI ALLUMINIO,  IN CLASSE II DI ISOLAMENTO.  Proiettore per esterni realizzato in pressofusione di alluminio, riflettore in lamiera di alluminio puro 99,85%, vetro frontale di protezione temperato di spessore 4mm  completo di guarnizione siliconica, classe II di isolamento, grado di protezione minimo IP66, componentistica integrata all'apparecchio, supporto per componenti e viterie in acciaio, sistema di puntamento tramite blocco a vite con l'ausilio di scala graduata, puntamento a mezzo di rotazione e inclinazione sull'asse verticale, fornito e posto in opera a parete o su palo con l’uso di piattaforma aerea omologata. Sono compresi l’alimentatore e gli accessori, il cablaggio, la lampada al sodio alta pressione o a ioduri metallici con bruciatore al quarzo o  ceramico, i collegamenti elettrici, la staffa e il puntamento. È inoltre compreso quanto altro occorre per dare l’opera finita.","","",""
"15.8.311.1","Con lampada sodio alta pressione 70W attacco RX7S o a ioduri metallici con bruciatore al quarzo  - ottica stradale.","cad","  374.00 ","16.30"
"15.8.311.2","Con lampada sodio alta pressione 150W attacco RX7S o a ioduri metallici con bruciatore al quarzo - ottica stradale.","cad","  385.00 ","16.30"
"15.8.311.3","Con lampada a ioduri metallici con bruciatore ceramico 70W attacco RX7S o G12 - ottica stradale.","cad","  408.00 ","16.30"
"15.8.311.4","Con lampada a ioduri metallici con bruciatore ceramico 150W attacco RX7S o G12 - ottica stradale.","cad","  416.00 ","16.30"
"15.8.311.5","Con lampada a ioduri metallici con bruciatore ceramico 250W attacco G12 - ottica stradale.","cad","  495.00 ","16.30"
"15.8.311.6","Con lampada sodio alta pressione 70W attacco RX7S o a ioduri metallici con bruciatore al quarzo  - ottica asimmetrica o asimmetrica a lama di luce.","cad","  397.00 ","16.30"
"15.8.311.7","Con lampada sodio alta pressione 150W attacco RX7S o a ioduri metallici con bruciatore al quarzo  - ottica asimmetrica o asimmetrica a lama di luce.","cad","  408.00 ","16.30"
"15.8.311.8","Con lampada a ioduri metallici con bruciatore ceramico 70W attacco RX7S o G12 - ottica asimmetrica o asimmetrica a lama di luce.","cad","  416.00 ","16.30"
"15.8.311.9","Con lampada a ioduri metallici con bruciatore ceramico 150W attacco RX7S o G12 - ottica asimmetrica o asimmetrica a lama di luce.","cad","  423.00 ","16.30"
"15.8.311.10","Con lampada a ioduri metallici con bruciatore ceramico 70W attacco RX7S o G12 - ottica a lama di luce.","cad","  438.00 ","16.30"
"15.8.311.11","Con lampada a ioduri metallici con bruciatore ceramico 150W attacco RX7S o G12- ottica a lama di luce.","cad","  453.00 ","16.30"
"15.8.320.0","PALO RASTREMATO DIRITTO IN ACCIAIO ZINCATO.  Palo rastremato diritto in acciaio zincato avente sezione terminale diametro mm 60, sezione di base opportuna da incassare nel terreno per altezza minima (Hi) pari a mm 500, spessore minimo nominale del tronco di base mm 3 (±10%), fornito e posto in opera, con l’uso di piattaforma aerea omologata. Sono compresi: i fori per il fissaggio delle tubazioni dei conduttori elettrici; l'asola per alloggiamento morsettiera e piastrina per il collegamento a terra; la posa in opera in basamento predisposto, inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare in cemento alla base. E' inoltre compreso quanto altro occorre per dare l'opera finita. E' escluso il basamento e la morsettiera.","","",""
"15.8.320.1","Per altezza fuori terra mm 3000  - Hi = mm 500 - Db = mm 76 - Dt = mm 60.","cad","  125.00 ","32.60"
"15.8.320.2","Per altezza fuori terra mm 3500 - Hi = mm 500 - Db = mm 89 - Dt = mm 60.","cad","  137.00 ","32.60"
"15.8.320.3","Per altezza fuori terra mm 4000  - Hi = mm 500 - Db = mm 89 - Dt = mm 60.","cad","  144.00 ","32.60"
"15.8.320.4","Per altezza fuori terra mm 4500 - Hi = mm 500 - Db = mm 89 - Dt = mm 60.","cad","  147.00 ","32.60"
"15.8.320.5","Per altezza fuori terra mm 5500 - Hi = mm 500 - Db = mm 102 - Dt = mm 60.","cad","  171.00 ","32.60"
"15.8.320.6","Per altezza fuori terra mm 6000 - Hi = mm 800 - Db = mm 114 - Dt = mm 60.","cad","  196.00 ","32.60"
"15.8.320.7","Per altezza fuori terra mm 7000 - Hi = mm 800 - Db = mm 114 - Dt = mm 60.","cad","  229.00 ","29.90"
"15.8.320.8","Per altezza fuori terra mm 8000 - Hi = mm 800 - Db = mm 127 - Dt = mm 60.","cad","  253.00 ","29.90"
"15.8.320.9","Per altezza fuori terra mm 9000 - Hi = mm 800 - Db = mm 127 - Dt = mm 60.","cad","  283.00 ","29.90"
"15.8.320.10","Per altezza fuori terra mm 10000  - Hi = mm 800 - Db = mm 139 - Dt = mm 60.","cad","  328.00 ","29.90"
"15.8.321.0","PALO RASTREMATO DIRITTO IN ACCIAIO ZINCATO SPESSORE BASE 4 MM.  Palo rastremato diritto in acciaio zincato avente sezione terminale diametro mm 60 e sezione di base opportuna, da incassare nel terreno per altezza minima (Hi) pari a mm 500, spessore minimo nominale del tronco di base mm 4 (±10%), fornito e posto in opera, con l’uso di piattaforma aerea omologata. Sono compresi: i fori per il fissaggio delle tubazioni dei conduttori elettrici; l'asola per l'alloggiamento morsettiera e piastrina per il collegamento a terra; la posa in opera in basamento predisposto, inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare di cemento alla base. E' inoltre compreso quanto altro occorre per dare l'opera finita. E' escluso il basamento e la morsettiera.","","",""
"15.8.321.1","Per altezza fuori terra mm 7000 = Hi = mm 800 - Db = mm 139 - Dt = mm 60.","cad","  297.00 ","32.60"
"15.8.321.2","Per altezza fuori terra mm 8000 - Hi = mm 800 - Db = mm 139 - Dt = mm 60.","cad","  308.00 ","32.60"
"15.8.321.3","Per altezza fuori terra mm 9000 - Hi = mm 800 - Db = mm 139 - Dt = mm 60.","cad","  335.00 ","32.60"
"15.8.321.4","Per altezza fuori terra mm 10000 - Hi = mm 800 - Db = mm 139 - Dt = mm 60.","cad","  361.00 ","32.60"
"15.8.321.5","Per altezza fuori terra mm 11000 - Hi = mm 800 - Db = mm 152 - Dt = mm 60.","cad","  414.00 ","32.60"
"15.8.330.0","TESTA PALO PER PALI DIRITTI.  Testa palo per pali diritti realizzati in acciaio zincato di spessore min. pari a mm 3 (±10%), da fissare sulla sommità' del palo, con diametro terminale pari a mm 60 e lunghezza in pianta max mm. 300 fornito e posto in opera, con l’uso di piattaforma aerea omologata. E' inoltre compreso quanto altro occorre per dare l'opera finita.","","",""
"15.8.330.1","Singolo.","cad","  43.00 ","5.10"
"15.8.330.2","Doppio.","cad","  52.00 ","5.10"
"15.8.330.3","Triplo.","cad","  66.00 ","6.40"
"15.8.330.4","Quadruplo.","cad","  76.00 ","6.40"
"15.8.331.0","TRAVERSA PORTA PROIETTORI.  Traversa porta proiettori per pali diritti realizzata in acciaio zincato spessore min. 3 mm (±10%), da fissare sulla sommità del palo, con diametro terminale mm 60. Fornita in opera con l'uso di piattaforma aerea omologata. E' inoltre compreso quanto altro occorre per dare l'opera finita.","","",""
"15.8.331.1","Lunghezza 500 mm, diametro bicchiere 76 mm.","cad","  57.00 ","6.40"
"15.8.331.2","Lunghezza 1000 mm, diametro bicchiere 76 mm.","cad","  69.00 ","6.40"
"15.8.331.3","Lunghezza 1500 mm, diametro bicchiere 76 mm.","cad","  79.00 ","6.40"
"15.8.331.4","Lunghezza 2000 mm, diametro bicchiere 76 mm.","cad","  105.00 ","6.40"
"15.8.340.0","PALO RASTREMATO O CONICO IN ACCIAIO ZINCATO PREDISPOSTO PER BRACCIO CILINDRICO RICURVO.  Palo conico o rastremato, predisposto per braccio cilindrico ricurvo, avente sezione terminale diametro mm 60 e sezione di base minimo mm. 110, spessore minimo nominale mm 3 (±10%), fornito e posto in opera per l'altezza min Hi sotto indicata, con l’uso di piattaforma aerea omologata. Sono compresi: i fori per il passaggio delle tubazioni dei conduttori elettrici, l'asola per alloggiamento morsettiera e piastrina per collegamento di terra; la posa in opera in basamento predisposto inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare di cemento alla base. E' inoltre compreso quanto altro occorre per dare l’opera finita. Sono esclusi il braccio, il basamento e la morsettiera.","","",""
"15.8.340.1","Per altezza f.t.  mm 5500 - Hi mm   800 - Rastremato.","cad","  173.00 ","21.70"
"15.8.340.2","Per altezza f.t.  mm 6000 - Hi mm   800 - Rastremato.","cad","  192.00 ","21.70"
"15.8.340.3","Per altezza f.t.  mm 7000 - Hi mm 800 - Rastremato.","cad","  239.00 ","21.70"
"15.8.340.4","Per altezza f.t.  mm 8000 - Hi mm 800 - Rastremato.","cad","  258.00 ","24.40"
"15.8.340.5","Per altezza f.t.  mm 9000 - Hi mm 800 - Rastremato.","cad","  292.00 ","27.20"
"15.8.340.6","Per altezza f.t.  mm 4500 - Hi mm   500 - Conico.","cad","  130.00 ","16.30"
"15.8.340.7","Per altezza f.t.  mm 5500 - Hi mm   500 - Conico.","cad","  157.00 ","21.70"
"15.8.340.8","Per altezza f.t.  mm 6000 - Hi mm   800 - Conico.","cad","  171.00 ","21.70"
"15.8.340.9","Per altezza f.t.  mm 7000 - Hi mm 800 - Conico.","cad","  210.00 ","21.70"
"15.8.340.10","Per altezza f.t.  mm 8000 - Hi mm 800 - Conico.","cad","  250.00 ","24.40"
"15.8.340.11","Per altezza f.t.  mm 9000 - Hi mm 800 - Conico.","cad","  284.00 ","27.20"
"15.8.340.12","Incremento per rinforzo di base in manicotto di acciaio zincato saldato alla base del palo nella zona d’incastro – H = 500 mm.","cad","  50.00 ","4.29"
"15.8.340.13","Incremento per manicotto tubolare termorestringente da applicare alla base del palo nella zona d’incastro – H = 450 mm.","cad","  47.00 ","4.29"
"15.8.350.0","BRACCIO ZINCATO CILINDRICO RICURVO.  Braccio cilindrico ricurvo, realizzato in acciaio S235JR UNI EN 10025, diametro min. 60 mm, spessore min. 3 mm  (±10%), lunghezza minimo 1500 mm  e max 2000 mm, altezza max 1800 mm, fornito e posto in opera con l’uso di piattaforma aerea omologata. E' compreso quanto altro occorre per dare l'opera finita.","","",""
"15.8.350.1","Braccio singolo.","cad","  63.00 ","5.10"
"15.8.350.2","Braccio doppio.","cad","  145.00 ","7.70"
"15.8.351.0","BRACCIO PER PROIETTORI PUBBLICA ILLUMINAZIONE.  Braccio per applicazione a testa palo o ad altezza intermedia palo o a parete, per proiettori pubblica illuminazione, realizzato mediante la saldatura di due profili in lamiera di acciaio EN10130 FEP01 Am UNI 5866, completi di flangia in pressofusione di alluminio, viteria in acciaio inox e pressacavo PG11 nel punto di inserimento del cavo, fornito e posto in opera con l'uso di piattaforma area omologata fino ad una altezza max di m 12. E' inoltre compreso quanto altro occorre per dare l'opera finita.","","",""
"15.8.351.1","Braccio singolo da parete lunghezza 240 mm.","cad","  112.00 ","16.30"
"15.8.351.2","Braccio singolo da parete lunghezza 540 mm.","cad","  180.00 ","16.30"
"15.8.360.0","PALO CONICO DIRITTO IN ACCIAIO ZINCATO SPESSORE BASE  MM 3.  Palo conico diritto in acciaio zincato avente sezione terminale diametro mm 60 e sezione di base opportuna, da incassare nel terreno per un'altezza minima (Hi) pari a mm 500, spessore minimo nominale mm 3 (±10%), fornito e posto in opera con l’uso di piattaforma aerea omologata. Sono compresi: i fori per il passaggio delle tubazioni dei conduttori elettrici; l'asola per alloggiamento morsettiera e piastrina per il collegamento a terra; la posa in opera in basamento predisposto, inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare di cemento alla base. E' inoltre compreso quanto altro  occorre per dare l'opera finita. E' escluso il basamento e la morsettiera.","","",""
"15.8.360.1","Per altezza fuori terra mm 3000 - Hi = mm 500 - Db = mm 95 - Dt = mm 60.","cad","  140.00 ","32.60"
"15.8.360.2","Per altezza fuori terra mm 3500 - Hi = mm 500 - Db = mm 100 - Dt = mm 60.","cad","  147.00 ","32.60"
"15.8.360.3","Per altezza fuori terra mm 4000 - Hi = mm 500 - Db = mm 105 - Dt = mm 60.","cad","  155.00 ","32.60"
"15.8.360.4","Per altezza fuori terra mm 4500 - Hi = mm 500 - Db = mm 110 - Dt = mm 60.","cad","  162.00 ","32.60"
"15.8.360.5","Per altezza fuori terra mm 5500 - Hi = mm 500 - Db = mm 120 - Dt = mm 60.","cad","  196.00 ","32.60"
"15.8.360.6","Per altezza fuori terra mm 6000 - Hi = mm 800 - Db = mm 128 - Dt = mm 60.","cad","  211.00 ","32.60"
"15.8.360.7","Per altezza fuori terra mm 7000 - Hi = mm 800 - Db = mm 138 - Dt = mm 60.","cad","  234.00 ","32.60"
"15.8.360.8","Per altezza fuori terra mm 8000 - Hi = mm 800 - Db = mm 148 - Dt = mm 60.","cad","  258.00 ","32.60"
"15.8.360.9","Per altezza fuori terra mm 9000 - Hi = mm 800 - Db = mm 158 - Dt = mm 60.","cad","  279.00 ","32.60"
"15.8.360.10","Per altezza fuori terra mm 10000 - Hi = mm 800 - Db = mm 168 - Dt = mm 60.","cad","  333.00 ","40.70"
"15.8.360.11","Per altezza fuori terra mm 11000 - Hi = mm 800 - Db = mm 178 - Dt = mm 60.","cad","  360.00 ","40.70"
"15.8.365.0","PALO CONICO IN ACCIAIO ZINCATO SPESSORE 4 MM.  Palo conico diritto in acciaio zincato avente sezione terminale diametro mm 60 e sezione di base opportuna, da incassare nel terreno per altezza minima (Hi) pari a mm 500, spessore minimo nominale mm 4 (±10%) fornito e posto in opera. Sono compresi: i fori per il passaggio delle tubazioni dei conduttori elettrici; l'asola per alloggiamento morsettiera e piastrina per il collegamento a terra. La posa in opera in basamento predisposto, inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare di cemento alla base. E' inoltre compreso quanto altro  occorre per dare l'opera finita. E' escluso il basamento e la morsettiera.","","",""
"15.8.365.1","Per altezza f.t. mm   6000 - Hi = mm 800 - Db = mm 128 - Dt = mm 60.","cad","  251.00 ","38.00"
"15.8.365.2","Per altezza f.t. mm   7000 - Hi = mm 800 - Db = mm 138 - Dt = mm 60.","cad","  278.00 ","38.00"
"15.8.365.3","Per altezza f.t. mm   8000 - Hi = mm 800 - Db = mm 148 - Dt = mm 60.","cad","  316.00 ","40.70"
"15.8.365.4","Per altezza f.t. mm   9000 - Hi = mm 800 - Db = mm 158 - Dt = mm 60.","cad","  342.00 ","40.70"
"15.8.365.5","Per altezza f.t. mm 10000 - Hi = mm 800 - Db = mm 168 - Dt = mm 60.","cad","  387.00 ","43.40"
"15.8.365.6","Per altezza fuori terra mm 11000 - Hi = mm 800 - Db = mm 178 - Dt = mm 60.","cad","  421.00 ","43.40"
"15.8.370.0","COMPENSO PER VERNICIATURA PALO.  Compenso per verniciatura pali zincati con l'uso di piattaforma aerea omologata, compresa la preparazione del supporto e l'aggrappante. E' inoltre compreso quanto altro  occorre per dare l'opera finita.","","",""
"15.8.370.1","Per pali rastremati diritti o conici fino a mm  5500 f.t.","cad","  88.00 ","15.40"
"15.8.370.2","Per pali rastremati diritti o conici da mm 6000 a mm  11000 f.t.","cad","  111.00 ","19.30"
"15.8.370.3","Per pali rastremati diritti o conici con singolo braccio fino a mm 11000 f.t.","cad","  132.00 ","23.10"
"15.8.370.4","Per pali rastremati diritti o conici con doppio braccio fino a mm 11000 f.t.","cad","  136.00 ","24.40"
"15.8.371.0","LAVORAZIONI AGGIUNTIVE ALLA BASE DEL PALO.  Lavorazioni aggiuntive opzionali applicabili nella zona di incastro del palo con il terreno, con funzione di protezione dalla corrosione e/o rinforzo. E' inoltre compreso quanto altro  occorre per dare l'opera finita.","","",""
"15.8.371.1","Rinforzo di base manicotto di acciaio zincato saldato alla base del palo nella zona di incastro H=500 mm.","cad","  50.00 ","4.29"
"15.8.371.2","Manicotto tubolare termorestringente da applicare alla base del palo nella zona di incastro H=450 mm.","cad","  47.00 ","4.29"
"15.8.380.0","PALO RASTREMATO O CILINDRICO IN ALLUMINIO.  Palo rastremato o cilindrico in alluminio avente sezione terminale pari a mm 60 e di base uguale a mm 90 nel caso di pali rastremati, da incassare nel terreno per minimo mm 500 (Hi), spessore minimo nominale mm 3 (±10%), fornito e posto in opera. Sono compresi: i fori per i passaggi delle tubazioni dei conduttori elettrici; l'asola per alloggiamento morsettiera e piastrina per collegamento di terra; la posa in opera in basamento predisposto inclusa la sabbia di riempimento fra palo ed alloggiamento; il fissaggio con collare di cemento alla base. E' inoltre compreso quanto altro occorre per dare l'opera finita. E' escluso il basamento e la morsettiera.","","",""
"15.8.380.1","Per altezza f.t. mm 3000 (Hi=500).","cad","  215.00 ","32.60"
"15.8.380.2","Per altezza f.t. mm 3500 (Hi=500).","cad","  231.00 ","32.60"
"15.8.380.3","Per altezza f.t. mm 4000 (Hi=500).","cad","  280.00 ","35.30"
"15.8.380.4","Per altezza f.t. mm 4500 (Hi=500).","cad","  308.00 ","38.00"
"15.8.380.5","Per altezza f.t. mm 5000 (Hi=500).","cad","  342.00 ","40.70"
"15.8.392","BASAMENTO DI SOSTEGNO PER PALI DI ILLUMINAZIONE PUBBLICA PER ALTEZZA F.T. FINO A 7600 mm (ZONA3). Basamento di sostegno per palo di illuminazione pubblica di dimensioni 850x 900mm di altezza min pari a 800 mm, per diametro foro palo pari a 220 mm, completo di pozzetto di dimensione interne pari a 400x400mm , realizzato in cls armato con resistenza >30,000 N/mm2, rapporto acqua/cemento <0,45, contenuto di cloruri <0,40%, assorbimento acqua <3,50%. Idoneo al montaggio di un palo in acciaio di altezza fuori terra pari a 7600 mm in zona 3; fornito in opera completo di relazione di calcolo redatta secondo le vigenti normative.  E' inoltre compreso lo scavo, il ripristino del terreno, il chiusino in ghisa sferoidale e le canalizzazioni di raccordo quanto altro occorre per dare l'opera finita a perfetta regola dell’arte.","cad","  183.00 ","31.60"
"15.8.393","BASAMENTO DI SOSTEGNO PER PALI DI ILLUMINAZIONE PUBBLICA PER ALTEZZA F.T. FINO A 9800 mm (ZONA3). Basamento di sostegno per palo di illuminazione pubblica di dimensioni 1000x1050mm di altezza min pari a 900 mm, per diametro foro palo pari a 280 mm, completo di pozzetto di dimensione interne pari a 400x400mm , realizzato in cls armato con resistenza >30,000 N/mm2, rapporto acqua/cemento <0,45, contenuto di cloruri <0,40%, assorbimento acqua <3,50%. Idoneo al montaggio di un palo in acciaio di altezza fuori terra pari a 9800 mm in zona 3; fornito in opera completo di relazione di calcolo redatta secondo le vigenti normative.  E' inoltre compreso lo scavo, il ripristino del terreno, il chiusino in ghisa sferoidale e le canalizzazioni di raccordo quanto altro occorre per dare l'opera finita a perfetta regola dell’arte.","cad","  231.00 ","31.60"
"15.8.394","BASAMENTO DI SOSTEGNO PER PALI DI ILLUMINAZIONE PUBBLICA PER ALTEZZA F.T. FINO A 11500 mm (ZONA3). Basamento di sostegno per palo di illuminazione pubblica di dimensioni 1100x1150mm di altezza min pari a 1000 mm, per diametro foro palo pari a 280 mm, completo di pozzetto di dimensione interne pari a 400x400mm , realizzato in cls armato con resistenza >30,000 N/mm2, rapporto acqua/cemento <0,45, contenuto di cloruri <0,40%, assorbimento acqua <3,50%. Idoneo al montaggio di un palo in acciaio di altezza fuori terra pari a 11500 mm in zona 3; fornito in opera completo di relazione di calcolo redatta secondo le vigenti normative.  E' inoltre compreso lo scavo, il ripristino del terreno, il chiusino in ghisa sferoidale e le canalizzazioni di raccordo quanto altro occorre per dare l'opera finita a perfetta regola dell’arte.","cad","  280.00 ","31.60"
"15.8.400.0","ARMADIO STRADALE IN VETRORESINA IN ESECUZIONE DA PARETE, DA PALO O A PAVIMENTO.  Armadio stradale realizzato in vetroresina stampata, con porta incernierata asportabile, provvista di serratura, struttura modulare componibile, entrate ed uscite cavi con pressacavi o passacavi, con grado di protezione min. IP44, fornito e posto in opera con telai di ancoraggio a pavimento per misure. Sono comprese le piastre di fondo e quanto altro occorre per dare l'opera finita. Escluso eventuale zoccolo o basamento in vetroresina.","","",""
"15.8.400.1","Modulo (larghezza-profondità-altezza) assimilabili a mm 500x300x550 - 1 vano","cad","  237.00 ","15.40"
"15.8.400.2","Modulo (larghezza-profondità-altezza) assimilabili a mm 500x300x1100- 2 vani","cad","  384.00 ","15.40"
"15.8.400.3","Modulo (larghezza-profondità-altezza) assimilabili a mm 900x300x550 - 1 vano","cad","  317.00 ","15.40"
"15.8.400.4","Modulo (larghezza-profondità-altezza) assimilabili a mm 700x250x650 - 1 vano ","cad","  296.00 ","15.40"
"15.8.400.5","Modulo (larghezza-profondità-altezza) assimilabili a mm 700x250x1300- 2 vani","cad","  472.00 ","15.40"
"15.8.400.6","Modulo (larghezza-profondità-altezza) assimilabili a mm 700x450x1400-1 vano","cad","  661.00 ","15.40"
"15.8.400.7","Kit accessori per armadio stradale, composto da guide, staffe, montanti, pannelli per apparecchi modulari, pannelli chiusi ed accessori di completamento.","cad","  94.00 ","7.70"
"15.8.410","ZOCCOLO O BASAMENTO PER ARMADI IN VETRORESINA.  Zoccolo o basamento per armadi realizzati in vetroresina di altezza fornito e posto in opera come supporto agli armadi. Sono compresi: gli scassi; i ripristini del terreno ed i relativi fissaggi allo stesso. E' inoltre compreso quanto altro occorre per dare l'opera finita. E' escluso l'eventuale pozzetto.","cad","  138.00 ","15.40"
"15.8.420.0","CASSETTA DA PALO IN VETRORESINA.  Cassetta da palo realizzata in vetroresina in classe II di isolamento, completa di coperchio stivale con chiave, fissata su palo diametro max mm 150, completa di piastra di fondo, grado di protezione IP43, fornita e posta in opera compresi accessori di fissaggio. E' inoltre compreso quanto altro occorre per dare l'opera finita.","","",""
"15.8.420.1","Vuota.","cad","  51.00 ","7.70"
"15.8.420.2","Con 1 portafusibili fino a 25A.","cad","  69.00 ","7.70"
"15.8.420.3","Con 2 portafusibili fino a 25A.","cad","  73.00 ","7.70"
